College,Predominant Degree,Highest Degree,Control,Region,Locale,Admission Rate,Undergrad Population,Average Cost,ACT Median,SAT Average,% White,% Black,% Hispanic,% Asian,% American Indian,% Pacific Islander,% Biracial,% Nonresident Aliens,% Part-time Undergrads,Expenditure Per Student,Average Faculty Salary,% Full-time Faculty,% Undergrads with Pell Grant,Completion Rate 150% time,Retention Rate (First Time Students),% Undergrads 25+ y.o.,3 Year Default Rate,Median Debt,Median Debt on Graduation,Median Debt on Withdrawal,% Federal Loans,% Pell Grant Recipients,Average Age of Entry,Average Family Income,Median Family Income,Poverty Rate,Number of Unemployed 8 years after entry,Number of Employed 8 years after entry,Mean Earnings 8 years After Entry,Median Earnings 8 years After Entry,LATITUDE,LONGITUDE
University of Puerto Rico-Humacao,3,3,Public,Outlying Areas,Large Suburb,0.44869999999999999,3383,11686,0,0,5.8999999999999999E-3,9.4999999999999998E-3,0.88349999999999995,2.9999999999999997E-4,0,2.9999999999999997E-4,3.3E-3,5.9999999999999995E-4,9.1300000000000006E-2,9908,5812,0.84640000000000004,0.75270000000000004,0.43430000000000002,0.86799999999999999,6.5799999999999997E-2,11.8,4500,5000,3800,0.33000001299999998,0.980000019,19.549999239999998,25464.65,22433.5,45.729999540000001,0,0,0,0,18.14449,-65.831305
University of Puerto Rico-Ponce,3,3,Public,Outlying Areas,Mid-size City,0.63980000000000004,3120,13018,0,0,0,0,1,0,0,0,0,0,7.6600000000000001E-2,5276,5174,0.70720000000000005,0.80669999999999997,0.40720000000000001,0.86729999999999996,7.5600000000000001E-2,11.9,5250,5500,4500,0.33000001299999998,0.980000019,19.549999239999998,25464.65,22433.5,45.729999540000001,0,0,0,0,17.993314,-66.606215
College of the Holy Cross,3,3,Private,New England,Mid-size City,0.32969999999999999,2878,56706,0,0,0.68069999999999997,4.07E-2,0.107,4.5199999999999997E-2,1.6999999999999999E-3,0,2.9899999999999999E-2,8.9999999999999993E-3,2.9999999999999997E-4,18859,9666,0.86770000000000003,0.16270000000000001,0.91359999999999997,0.95150000000000001,1.4E-3,1.9,27000,27000,10900,0.94999998799999996,0.25999999000000001,19.31999969,125254.65,108458,5.579999924,31,513,66500,55800,42.23894237,-71.8086266
Smith College,3,4,Private,New England,Large Suburb,0.43080000000000002,2606,57913,0,0,0.45889999999999997,4.8000000000000001E-2,9.5200000000000007E-2,0.12509999999999999,1.9E-3,4.0000000000000002E-4,4.8000000000000001E-2,0.13159999999999999,8.0999999999999996E-3,25233,11800,0.83289999999999997,0.22639999999999999,0.86129999999999995,0.93700000000000006,3.7999999999999999E-2,3.1,19000,19500,8000,0.97000002900000004,0.44999998800000002,20.790000920000001,87888.48,68708.5,7.0999999049999998,89,616,39700,37900,42.317933,-72.638094
Clark University,3,4,Private,New England,Mid-size City,0.61539999999999995,2312,47248,0,0,0.62070000000000003,3.8899999999999997E-2,6.4000000000000001E-2,5.5399999999999998E-2,4.0000000000000002E-4,4.0000000000000002E-4,2.29E-2,0.1211,2.1600000000000001E-2,10780,9630,0.58379999999999999,0.20710000000000001,0.80940000000000001,0.88590000000000002,3.0300000000000001E-2,3.6,23000,26000,10250,0.939999998,0.40999999599999998,20.620000839999999,88024.49,75720.5,6.4899997709999999,46,568,41500,38800,42.25077832,-71.82363168
Franklin and Marshall College,3,3,Private,Mid-Atlantic,Small City,0.3931,2262,58518,0,0,0.62860000000000005,4.5100000000000001E-2,6.9800000000000001E-2,4.24E-2,8.9999999999999998E-4,0,1.77E-2,0.1295,2.7000000000000001E-3,18944,9332,0.83609999999999995,0.1416,0.87350000000000005,0.91820000000000002,4.4000000000000003E-3,2.2999999999999998,23000,25000,10000,0.99000001000000004,0.25,19.31999969,130432.83,113508,5.2600002290000001,27,329,52000,47200,40.048045,-76.319037
Bates College,3,3,Private,New England,Small City,0.2417,1791,59285,0,0,0.72189999999999999,5.1400000000000001E-2,6.25E-2,4.6899999999999997E-2,3.3999999999999998E-3,5.9999999999999995E-4,3.9600000000000003E-2,6.4799999999999996E-2,0,21446,10374,0.84740000000000004,0.11119999999999999,0.92989999999999995,0.9163,3.3999999999999998E-3,1.4,16425,17058,6700,0.959999979,0.27000001099999998,19.549999239999998,118325.02,106531,5.8000001909999996,16,216,57900,47600,44.10529918,-70.20333262
Sarah Lawrence College,3,4,Private,Mid-Atlantic,Large Suburb,0.61660000000000004,1402,62636,0,0,0.57699999999999996,3.7100000000000001E-2,9.7000000000000003E-2,4.1399999999999999E-2,6.9999999999999999E-4,1.4E-3,5.0599999999999999E-2,0.1113,7.7999999999999996E-3,20142,9806,0.3301,0.19439999999999999,0.6915,0.8256,3.2599999999999997E-2,3.3,13126,14812,6375,0.99000001000000004,0.27000001099999998,21.760000229999999,90005.24,65944,7.3600001339999999,51,296,39100,37700,40.93414676,-73.84380991
California State University-Los Angeles,3,4,Public,Far West,Large City,0.67520000000000002,19525,14747,18,871,8.1199999999999994E-2,4.65E-2,0.59650000000000003,0.16450000000000001,1E-3,2.8999999999999998E-3,1.6E-2,4.7899999999999998E-2,0.16800000000000001,6569,8767,0.49959999999999999,0.64470000000000005,0.35649999999999998,0.8206,0.25740000000000002,7.6,12000.5,14125,9834,0.560000002,0.829999983,24.209999079999999,27649.23,20015,17.510000229999999,591,4511,42200,39400,34.06692687,-118.1689654
California State University-San Bernardino,3,4,Public,Far West,Mid-size City,0.58309999999999995,15887,17030,18,888,0.17430000000000001,7.2900000000000006E-2,0.55489999999999995,6.3200000000000006E-2,2.5000000000000001E-3,2.3E-3,2.8299999999999999E-2,5.5500000000000001E-2,0.1065,6585,8558,0.50460000000000005,0.57989999999999997,0.41120000000000001,0.88790000000000002,0.2094,9.6999999999999993,16431,18482,12500,0.75,0.77999997099999996,24.040000920000001,40191.82,28986.5,13.35999966,552,3762,42300,40600,34.18304371,-117.3221078
Northeastern Illinois University,3,4,Public,Great Lakes,Large City,0.59809999999999997,8827,22273,19,890,0.36940000000000001,0.1022,0.35060000000000002,9.4700000000000006E-2,2.2000000000000001E-3,3.0999999999999999E-3,1.7600000000000001E-2,3.5799999999999998E-2,0.43099999999999999,11837,6988,0.64729999999999999,0.48230000000000001,0.2034,0.61,0.44800000000000001,6.7,11643.5,15000,8940,0.540000021,0.77999997099999996,24.63999939,35049.57,25711.5,11.56000042,331,2059,35400,33100,41.98103122,-87.7190835
University of Houston-Downtown,3,4,Public,Southwest,Large City,0.95089999999999997,13297,18879,19,894,0.18,0.25290000000000001,0.3947,9.1899999999999996E-2,4.4000000000000003E-3,3.2000000000000002E-3,9.1999999999999998E-3,5.1999999999999998E-2,0.48299999999999998,4306,7279,0.53220000000000001,0.47439999999999999,0.14080000000000001,0.63090000000000002,0.48499999999999999,12.1,13000,21000,11461,0.72000002900000004,0.790000021,24.620000839999999,32529.26,24928.5,13.43000031,372,2888,41300,38500,29.7660996,-95.35933795
North Carolina A & T State University,3,4,Public,Southeast,Large City,0.69640000000000002,8577,15313,19,902,4.2900000000000001E-2,0.86809999999999998,2.0799999999999999E-2,6.8999999999999999E-3,3.3999999999999998E-3,1E-3,2.0299999999999999E-2,1.78E-2,6.5500000000000003E-2,9006,8227,0.72309999999999997,0.58779999999999999,0.4289,0.79769999999999996,0.1128,18,19843,23005.5,19500,0.94999998799999996,0.709999979,20.61000061,50618.06,37668.5,10.72999954,341,3148,34100,29900,36.07673654,-79.77015167
CUNY York College,3,4,Public,Mid-Atlantic,Large City,0.35099999999999998,7361,13967,0,905,6.93E-2,0.41810000000000003,0.22850000000000001,0.2122,8.9999999999999993E-3,9.5999999999999992E-3,9.1000000000000004E-3,4.4200000000000003E-2,0.30659999999999998,8154,7001,0.36259999999999998,0.53990000000000005,0.26350000000000001,0.74150000000000005,0.28120000000000001,10.1,7000,10000,5500,0.23000000400000001,0.93000000699999996,24.18000031,25815.23,21863,16.600000380000001,276,1709,39100,35700,40.702661,-73.794586
California State University-East Bay,3,4,Public,Far West,Mid-size City,0.68720000000000003,12079,20676,19,910,0.18429999999999999,0.10829999999999999,0.25459999999999999,0.24390000000000001,1.6000000000000001E-3,1.11E-2,5.7200000000000001E-2,6.59E-2,0.13009999999999999,6978,8804,0.4163,0.44259999999999999,0.38080000000000003,0.77529999999999999,0.32690000000000002,5.8,12500,16312,11349.5,0.72000002900000004,0.689999998,24.81999969,36865.24,22898,8.3900003430000005,329,2361,48400,45800,37.65707038,-122.0580727
Indiana State University,3,4,Public,Great Lakes,Small City,0.8306,10173,19549,19,910,0.67279999999999995,0.18210000000000001,3.4799999999999998E-2,1.0999999999999999E-2,2.3999999999999998E-3,5.9999999999999995E-4,2.9700000000000001E-2,5.7700000000000001E-2,0.1033,7430,7071,0.70509999999999995,0.43440000000000001,0.41589999999999999,0.63529999999999998,0.15490000000000001,10.7,11726.5,24193,9500,0.920000017,0.56999999300000004,21.93000031,60917.09,52313,7.6599998469999999,311,2836,35900,33100,39.46907264,-87.40784643
California State University-Northridge,3,4,Public,Far West,Large City,0.46239999999999998,33581,20899,19,918,0.25750000000000001,6.2300000000000001E-2,0.40289999999999998,0.1123,1.6999999999999999E-3,2.5999999999999999E-3,3.3500000000000002E-2,7.3400000000000007E-2,0.1618,6952,8395,0.4602,0.48480000000000001,0.45750000000000002,0.78200000000000003,0.19359999999999999,7.6,12500,15000,9000,0.68000000699999996,0.769999981,22.63999939,39205.279999999999,27373,12.93999958,968,7257,41900,38300,34.2400409,-118.5292859
California State University-Fresno,3,4,Public,Far West,Large City,0.58150000000000002,19911,16377,19,920,0.25109999999999999,4.0399999999999998E-2,0.42580000000000001,0.15659999999999999,3.8E-3,2.5000000000000001E-3,3.0499999999999999E-2,3.44E-2,0.1186,6446,8027,0.5161,0.54069999999999996,0.4859,0.83230000000000004,0.1628,6.5,14500,16500,12000,0.69999998799999996,0.80000001200000004,22.36000061,40758.26,28781,16.06999969,537,4757,40700,38100,36.81447737,-119.7482579
The University of Texas at El Paso,3,4,Public,Southwest,Large City,0.99809999999999999,19527,15272,20,923,7.5700000000000003E-2,2.69E-2,0.82809999999999995,7.4999999999999997E-3,2.2000000000000001E-3,1.1999999999999999E-3,6.1000000000000004E-3,4.8899999999999999E-2,0.3372,6854,8167,0.70509999999999995,0.58020000000000005,0.39460000000000001,0.69889999999999997,0.25700000000000001,9.8000000000000007,12500,18250,10750,0.75999998999999996,0.83999997400000004,22.979999540000001,31959.81,22907,19.010000229999999,525,4251,37300,34300,31.77169722,-106.5035597
California State University-Sacramento,3,4,Public,Far West,Large City,0.69679999999999997,25991,19380,20,945,0.32469999999999999,5.91E-2,0.25669999999999998,0.20860000000000001,4.5999999999999999E-3,9.2999999999999992E-3,5.8500000000000003E-2,1.49E-2,0.191,7281,8364,0.4894,0.505,0.42849999999999999,0.82509999999999994,0.25209999999999999,7.1,15000,17250,12000,0.75999998999999996,0.730000019,23.13999939,43423.41,28449,10.14000034,772,5864,45200,42700,38.55990059,-121.422416
CUNY John Jay College of Criminal Justice,3,4,Public,Mid-Atlantic,Large City,0.34050000000000002,12838,13308,0,950,0.22140000000000001,0.19339999999999999,0.42859999999999998,0.1099,3.5000000000000001E-3,6.0000000000000001E-3,1.03E-2,2.7E-2,0.19220000000000001,8585,7339,0.38440000000000002,0.54459999999999997,0.33500000000000002,0.77949999999999997,0.2011,10.3,8251,11500,6500,0.37000000500000002,0.85000002399999997,21.219999309999999,30945.09,23126,19.879999160000001,521,3924,41800,37600,40.77034615,-73.98840265
Southern New Hampshire University,3,4,Private,New England,Mid-size City,0.78659999999999997,17172,39677,0,965,0.2893,5.1799999999999999E-2,1.7899999999999999E-2,7.7999999999999996E-3,4.5999999999999999E-3,5.0000000000000001E-4,1.9E-3,2.4899999999999999E-2,0.46060000000000001,2810,6991,1,0.40579999999999999,0.54200000000000004,0.69179999999999997,0.62339999999999995,6.8,7688,22500,6498,0.97000002900000004,0.40999999599999998,24.469999309999999,70725.240000000005,56925,5.0700001720000003,169,1530,41100,38200,43.03989182,-71.45393835
California State University-San Marcos,3,4,Public,Far West,Large Suburb,0.62509999999999999,10689,20386,21,966,0.35249999999999998,3.27E-2,0.36570000000000003,9.5200000000000007E-2,4.4999999999999997E-3,4.4000000000000003E-3,4.9099999999999998E-2,2.01E-2,0.17449999999999999,8553,8357,0.48520000000000002,0.43099999999999999,0.47910000000000003,0.82299999999999995,0.1888,6.4,14000,18500,12500,0.81999999300000004,0.63999998599999997,23.780000690000001,49340.92,31166,7.2199997900000001,271,1871,43600,40500,33.12817282,-117.1585841
Montclair State University,3,4,Public,Mid-Atlantic,Large Suburb,0.6532,15182,22773,0,970,0.47389999999999999,9.3899999999999997E-2,0.23400000000000001,5.2999999999999999E-2,5.0000000000000001E-4,1.4E-3,3.5499999999999997E-2,1.54E-2,0.12920000000000001,9239,9661,0.3574,0.37259999999999999,0.63390000000000002,0.85599999999999998,0.13669999999999999,3.3,19000,23875,10500,0.91000002599999996,0.50999998999999996,21.659999849999998,69758.990000000005,53696,6.4800000190000002,325,2972,44900,43400,40.85914712,-74.19855031
Eastern Washington University,3,4,Public,Far West,Fringe Town,0.79669999999999996,11672,19831,21,970,0.66249999999999998,3.5099999999999999E-2,0.1192,2.98E-2,1.18E-2,2.8999999999999998E-3,4.2799999999999998E-2,2.7900000000000001E-2,0.1678,6495,7287,0.64039999999999997,0.3871,0.45240000000000002,0.74790000000000001,0.21129999999999999,6.3,15265,20500,11666,0.91000002599999996,0.579999983,22.86000061,55129.84,43755.5,8.8999996190000008,359,2794,40000,37700,47.49129315,-117.5893713
Metropolitan State University of Denver,3,4,Public,Rocky Mountains,Large City,0.71160000000000001,21696,14034,21,973,0.60640000000000005,6.0400000000000002E-2,0.20949999999999999,3.4200000000000001E-2,7.3000000000000001E-3,2.5999999999999999E-3,3.3799999999999997E-2,4.5999999999999999E-3,0.39939999999999998,4898,5904,1,0.3851,0.25969999999999999,0.65800000000000003,0.45050000000000001,13.4,13450.5,25000,9997,0.87999999500000003,0.62999999500000003,25.090000150000002,46429.22,32755,6.0500001909999996,864,4688,38200,34900,39.742248,-105.002391
Indiana University of Pennsylvania-Main Campus,3,4,Public,Mid-Atlantic,Distant Town,0.90490000000000004,12405,22936,20,973,0.78239999999999998,0.1047,3.0700000000000002E-2,9.4000000000000004E-3,8.9999999999999998E-4,2.0000000000000001E-4,2.64E-2,3.1600000000000003E-2,4.1799999999999997E-2,8479,9088,0.6653,0.36199999999999999,0.51190000000000002,0.73399999999999999,6.4000000000000001E-2,8.8000000000000007,20500,27000,11388,0.959999979,0.50999998999999996,20.340000150000002,70406.75,63430,7.8000001909999996,415,4437,37500,35300,40.615589,-79.159869
Buffalo State SUNY,3,4,Public,Mid-Atlantic,Large City,0.48530000000000001,9190,18088,0,975,0.62939999999999996,0.20549999999999999,9.2999999999999999E-2,2.1700000000000001E-2,3.7000000000000002E-3,1.2999999999999999E-3,2.9700000000000001E-2,1.3299999999999999E-2,9.9900000000000003E-2,9298,7444,0.49409999999999998,0.45939999999999998,0.48920000000000002,0.75319999999999998,0.17649999999999999,8.8000000000000007,15895.5,21665.5,10750,0.89999997600000003,0.61000001400000003,22.25,57184.5,45557,10.489999770000001,335,3388,36300,34300,42.93369956,-78.88068439
New Mexico State University-Main Campus,3,4,Public,Southwest,Mid-size Suburb,0.85199999999999998,12886,17290,21,982,0.32250000000000001,3.0200000000000001E-2,0.52,1.1599999999999999E-2,2.4199999999999999E-2,2.7000000000000001E-3,1.26E-2,4.1599999999999998E-2,0.12970000000000001,8494,7954,0.93840000000000001,0.43419999999999997,0.43280000000000002,0.7399,0.2374,19.899999999999999,11147,19500,8500,0.75,0.810000002,23.510000229999999,38201.24,26390.5,17.799999239999998,828,4902,35100,30200,32.282875,-106.747841
Troy University,3,4,Public,Southeast,Fringe Rural,0.68210000000000004,16208,16877,21,990,0.49080000000000001,0.36720000000000003,2.9700000000000001E-2,8.3000000000000001E-3,8.0999999999999996E-3,1E-3,2.01E-2,2.3900000000000001E-2,0.438,5260,5996,0.4007,0.4758,0.34660000000000002,0.7389,0.53320000000000001,13.2,17750,26000,15000,0.93000000699999996,0.72000002900000004,27.530000690000001,38308.15,27401,12.989999770000001,602,3752,36900,33800,31.800128,-85.950191
Indiana University-Purdue University-Fort Wayne,3,4,Public,Great Lakes,Large City,0.83089999999999997,9795,18837,22,996,0.82050000000000001,5.4199999999999998E-2,5.1299999999999998E-2,2.18E-2,3.2000000000000002E-3,2.9999999999999997E-4,2.64E-2,1.6500000000000001E-2,0.25,6082,7355,0.93530000000000002,0.36749999999999999,0.25940000000000002,0.67190000000000005,0.2112,10.9,15517,26000,10791,0.89999997600000003,0.60000002399999997,23.399999619999999,55513.79,45905.5,5.6900000569999998,414,3099,34800,32000,41.11541836,-85.11174662
San Francisco State University,3,4,Public,Far West,Large City,0.63790000000000002,25271,22267,22,998,0.2409,4.99E-2,0.24360000000000001,0.29170000000000001,2.2000000000000001E-3,6.0000000000000001E-3,5.7200000000000001E-2,6.6799999999999998E-2,0.13589999999999999,7919,9147,0.48770000000000002,0.4239,0.45500000000000002,0.82110000000000005,0.20849999999999999,7.2,15000,17775,12000,0.790000021,0.670000017,22.86000061,46467.57,29962,7.829999924,896,6041,45800,42100,37.72134502,-122.4779048
Stephen F Austin State University,3,4,Public,Southwest,Fringe Rural,0.56869999999999998,10715,21909,22,998,0.57230000000000003,0.22389999999999999,0.13930000000000001,9.2999999999999992E-3,5.1000000000000004E-3,5.0000000000000001E-4,2.35E-2,7.7000000000000002E-3,0.12970000000000001,6535,7087,0.7964,0.44800000000000001,0.43169999999999997,0.67290000000000005,0.11219999999999999,12.9,16074,25000,10750,0.920000017,0.61000001400000003,21.790000920000001,60300.43,45665,10.010000229999999,321,3135,39800,36800,31.62240863,-94.64689106
Sam Houston State University,3,4,Public,Southwest,Distant Town,0.64990000000000003,16255,19173,21,999,0.55789999999999995,0.17929999999999999,0.1885,1.12E-2,4.1999999999999997E-3,1.5E-3,2.3300000000000001E-2,1.24E-2,0.1782,4851,7316,0.72689999999999999,0.43380000000000002,0.50609999999999999,0.7752,0.17100000000000001,10.5,16490,22224,10500,0.93000000699999996,0.58999997400000004,21.469999309999999,60978.76,47405.5,9.5,324,3785,41600,38400,30.71355269,-95.54862709
College of Staten Island CUNY,3,4,Public,Mid-Atlantic,Large City,0.99750000000000005,12974,14298,0,1000,0.51929999999999998,0.1303,0.1978,0.1124,1.6000000000000001E-3,2.2000000000000001E-3,1.03E-2,2.6100000000000002E-2,0.24790000000000001,7802,7198,0.34470000000000001,0.44629999999999997,0.29120000000000001,0.8286,0.19500000000000001,11.5,9000,16872,7500,0.43000000700000002,0.80000001200000004,22.350000380000001,40286.29,27650,12.27000046,495,2723,40400,35200,40.60394885,-74.14870105
University of Nevada-Las Vegas,3,4,Public,Far West,Mid-size City,0.85119999999999996,22742,17478,22,1003,0.3836,7.6200000000000004E-2,0.23150000000000001,0.16339999999999999,3.0000000000000001E-3,1.67E-2,7.5899999999999995E-2,3.6999999999999998E-2,0.27410000000000001,8741,9986,1,0.33510000000000001,0.42880000000000001,0.77329999999999999,0.25309999999999999,8.8000000000000007,12608,19491,10342,0.829999983,0.63999998599999997,22.799999239999998,51263.5,36398.5,7.25,524,3684,42300,38800,36.10699406,-115.1411525
Arkansas Tech University,3,4,Public,Southeast,Remote Town,0.85029999999999994,8734,16126,22,1008,0.79010000000000002,7.8100000000000003E-2,5.0299999999999997E-2,1.29E-2,1.24E-2,5.0000000000000001E-4,2.2599999999999999E-2,3.32E-2,0.19220000000000001,4550,6096,1,0.45590000000000003,0.40250000000000002,0.69369999999999998,0.24360000000000001,17.399999999999999,10043,17528,7500,0.83999997400000004,0.75999998999999996,23.049999239999998,42912.59,31932,11.60999966,368,2284,33700,30600,35.295227,-93.13233
Humboldt State University,3,4,Public,Far West,Remote Town,0.80179999999999996,7748,23113,21,1008,0.50209999999999999,3.5999999999999997E-2,0.26569999999999999,3.2899999999999999E-2,1.0699999999999999E-2,2.5999999999999999E-3,0.06,8.3999999999999995E-3,6.54E-2,8294,8148,0.54139999999999999,0.51619999999999999,0.40039999999999998,0.77559999999999996,0.17879999999999999,11.8,15000,20250,10730,0.88999998599999997,0.730000019,22.879999160000001,47467.44,26935.5,10.920000079999999,373,2035,34200,30400,40.87545198,-124.0772551
Western Kentucky University,3,4,Public,Southeast,Small City,0.92320000000000002,15780,16538,22,1009,0.77010000000000001,0.1123,2.3400000000000001E-2,9.2999999999999992E-3,2.7000000000000001E-3,1E-3,1.9199999999999998E-2,5.0599999999999999E-2,0.1613,7807,6983,0.64649999999999996,0.39340000000000003,0.43680000000000002,0.71779999999999999,0.18179999999999999,13.7,15000,24431,11000,0.87999999500000003,0.66000002599999996,22.219999309999999,53605.57,42198.5,10.869999890000001,537,4340,33200,30800,36.98781787,-86.45394089
University of North Georgia,3,4,Public,Southeast,Fringe Town,0.61019999999999996,14502,16525,21,1009,0.79010000000000002,4.4900000000000002E-2,8.5900000000000004E-2,2.8299999999999999E-2,2.3E-3,1.1999999999999999E-3,2.3900000000000001E-2,1.1900000000000001E-2,0.31440000000000001,4614,5492,0.88239999999999996,0.37930000000000003,0.25969999999999999,0.7964,0.1623,9.1999999999999993,7500,16473,5500,0,0,0,0,0,0,0,0,0,0,34.53026135,-83.98588771
Bowling Green State University-Main Campus,3,4,Public,Great Lakes,Fringe Town,0.72470000000000001,14161,22416,22,1009,0.77829999999999999,0.1004,4.0899999999999999E-2,8.5000000000000006E-3,2.5000000000000001E-3,1.1000000000000001E-3,2.3699999999999999E-2,1.5900000000000001E-2,5.8799999999999998E-2,8529,7669,0.74770000000000003,0.34300000000000003,0.54100000000000004,0.70120000000000005,6.6000000000000003E-2,11.7,17500,26000,9500,0.959999979,0.5,20.81999969,75338.2,70038,5.9800000190000002,383,5119,38000,35500,41.377036,-83.637531
